# t x y z vx vy vz E_kin E_pot E_tot
0.00000 -1.41985e+00 -1.71618e+00 7.91238e-01 -3.08849e+04 -1.95713e+06 2.12157e+06 3.79514e-18 -1.50952e-15 -1.50572e-15
0.00000 -1.41964e+00 -1.71791e+00 7.93257e-01 4.52239e+05 -1.51366e+06 1.91696e+06 2.81043e-18 -1.50853e-15 -1.50572e-15
0.00000 -1.41894e+00 -1.71921e+00 7.95072e-01 9.34488e+05 -1.07031e+06 1.71208e+06 2.25460e-18 -1.50798e-15 -1.50572e-15
0.00000 -1.41777e+00 -1.72006e+00 7.96681e-01 1.41615e+06 -6.26862e+05 1.50684e+06 2.12660e-18 -1.50785e-15 -1.50572e-15
0.00000 -1.41611e+00 -1.72046e+00 7.98085e-01 1.89753e+06 -1.83073e+05 1.30114e+06 2.42632e-18 -1.50815e-15 -1.50572e-15
0.00000 -1.41397e+00 -1.72042e+00 7.99283e-01 2.37890e+06 2.61285e+05 1.09485e+06 3.15464e-18 -1.50888e-15 -1.50572e-15
0.00000 -1.41135e+00 -1.71994e+00 8.00275e-01 2.86056e+06 7.06446e+05 8.87878e+05 4.31339e-18 -1.51004e-15 -1.50572e-15
0.00000 -1.40825e+00 -1.71901e+00 8.01059e-01 3.34280e+06 1.15265e+06 6.80106e+05 5.90537e-18 -1.51163e-15 -1.50572e-15
0.00000 -1.40467e+00 -1.71763e+00 8.01635e-01 3.82592e+06 1.60013e+06 4.71422e+05 7.93442e-18 -1.51366e-15 -1.50572e-15
0.00000 -1.40060e+00 -1.71581e+00 8.02001e-01 4.31021e+06 2.04913e+06 2.61710e+05 1.04054e-17 -1.51613e-15 -1.50572e-15
0.00000 -1.39605e+00 -1.71353e+00 8.02158e-01 4.79598e+06 2.49990e+06 5.08506e+04 1.33241e-17 -1.51905e-15 -1.50572e-15
0.00000 -1.39101e+00 -1.71081e+00 8.02103e-01 5.28354e+06 2.95269e+06 -1.61277e+05 1.66976e-17 -1.52242e-15 -1.50572e-15
0.00000 -1.38548e+00 -1.70763e+00 8.01835e-01 5.77320e+06 3.40776e+06 -3.74798e+05 2.05340e-17 -1.52626e-15 -1.50572e-15
0.00000 -1.37946e+00 -1.70399e+00 8.01353e-01 6.26528e+06 3.86538e+06 -5.89841e+05 2.48426e-17 -1.53057e-15 -1.50572e-15
0.00000 -1.37295e+00 -1.69990e+00 8.00655e-01 6.76012e+06 4.32581e+06 -8.06542e+05 2.96339e-17 -1.53536e-15 -1.50572e-15
0.00000 -1.36594e+00 -1.69534e+00 7.99739e-01 7.25807e+06 4.78935e+06 -1.02504e+06 3.49200e-17 -1.54064e-15 -1.50572e-15
0.00000 -1.35843e+00 -1.69032e+00 7.98604e-01 7.75948e+06 5.25628e+06 -1.24547e+06 4.07140e-17 -1.54644e-15 -1.50572e-15
0.00000 -1.35042e+00 -1.68482e+00 7.97247e-01 8.26472e+06 5.72690e+06 -1.46799e+06 4.70308e-17 -1.55276e-15 -1.50572e-15
0.00000 -1.34190e+00 -1.67886e+00 7.95667e-01 8.77417e+06 6.20153e+06 -1.69276e+06 5.38868e-17 -1.55961e-15 -1.50572e-15
0.00000 -1.33287e+00 -1.67242e+00 7.93861e-01 9.28825e+06 6.68050e+06 -1.91994e+06 6.13001e-17 -1.56702e-15 -1.50572e-15
0.00000 -1.32332e+00 -1.66550e+00 7.91826e-01 9.80737e+06 7.16414e+06 -2.14969e+06 6.92908e-17 -1.57501e-15 -1.50572e-15
0.00000 -1.31325e+00 -1.65809e+00 7.89561e-01 1.03320e+07 7.65281e+06 -2.38221e+06 7.78807e-17 -1.58360e-15 -1.50572e-15
0.00000 -1.30266e+00 -1.65019e+00 7.87061e-01 1.08625e+07 8.14689e+06 -2.61767e+06 8.70943e-17 -1.59282e-15 -1.50572e-15
0.00000 -1.29153e+00 -1.64179e+00 7.84324e-01 1.13996e+07 8.64678e+06 -2.85629e+06 9.69581e-17 -1.60268e-15 -1.50572e-15
0.00000 -1.27985e+00 -1.63289e+00 7.81347e-01 1.19436e+07 9.15288e+06 -3.09826e+06 1.07501e-16 -1.61323e-15 -1.50572e-15
0.00000 -1.26764e+00 -1.62349e+00 7.78127e-01 1.24951e+07 9.66564e+06 -3.34382e+06 1.18756e-16 -1.62448e-15 -1.50572e-15
0.00000 -1.25486e+00 -1.61356e+00 7.74658e-01 1.30548e+07 1.01855e+07 -3.59320e+06 1.30758e-16 -1.63648e-15 -1.50572e-15
0.00000 -1.24152e+00 -1.60311e+00 7.70939e-01 1.36233e+07 1.07130e+07 -3.84665e+06 1.43545e-16 -1.64927e-15 -1.50572e-15
0.00000 -1.22761e+00 -1.59213e+00 7.66964e-01 1.42012e+07 1.12486e+07 -4.10445e+06 1.57161e-16 -1.66288e-15 -1.50572e-15
0.00000 -1.21312e+00 -1.58061e+00 7.62728e-01 1.47894e+07 1.17929e+07 -4.36689e+06 1.71652e-16 -1.67738e-15 -1.50572e-15
0.00000 -1.19803e+00 -1.56854e+00 7.58228e-01 1.53885e+07 1.23465e+07 -4.63426e+06 1.87070e-16 -1.69279e-15 -1.50572e-15
0.00000 -1.18234e+00 -1.55592e+00 7.53458e-01 1.59996e+07 1.29100e+07 -4.90690e+06 2.03474e-16 -1.70920e-15 -1.50572e-15
0.00000 -1.16603e+00 -1.54272e+00 7.48413e-01 1.66235e+07 1.34842e+07 -5.18517e+06 2.20925e-16 -1.72665e-15 -1.50572e-15
0.00000 -1.14908e+00 -1.52894e+00 7.43086e-01 1.72613e+07 1.40696e+07 -5.46945e+06 2.39496e-16 -1.74522e-15 -1.50572e-15
0.00000 -1.13150e+00 -1.51458e+00 7.37471e-01 1.79141e+07 1.46672e+07 -5.76015e+06 2.59263e-16 -1.76499e-15 -1.50572e-15
0.00000 -1.11325e+00 -1.49961e+00 7.31563e-01 1.85831e+07 1.52778e+07 -6.05773e+06 2.80313e-16 -1.78604e-15 -1.50572e-15
0.00000 -1.09433e+00 -1.48402e+00 7.25354e-01 1.92698e+07 1.59022e+07 -6.36265e+06 3.02745e-16 -1.80847e-15 -1.50572e-15
0.00000 -1.07471e+00 -1.46780e+00 7.18835e-01 1.99756e+07 1.65416e+07 -6.67546e+06 3.26667e-16 -1.83239e-15 -1.50572e-15
0.00000 -1.05437e+00 -1.45093e+00 7.12000e-01 2.07023e+07 1.71969e+07 -6.99671e+06 3.52202e-16 -1.85793e-15 -1.50572e-15
0.00000 -1.03329e+00 -1.43340e+00 7.04839e-01 2.14518e+07 1.78694e+07 -7.32705e+06 3.79486e-16 -1.88521e-15 -1.50572e-15
0.00000 -1.01146e+00 -1.41518e+00 6.97343e-01 2.22261e+07 1.85603e+07 -7.66715e+06 4.08677e-16 -1.91440e-15 -1.50572e-15
0.00000 -9.88832e-01 -1.39627e+00 6.89501e-01 2.30277e+07 1.92710e+07 -8.01775e+06 4.39951e-16 -1.94568e-15 -1.50572e-15
0.00000 -9.65391e-01 -1.37663e+00 6.81303e-01 2.38593e+07 2.00031e+07 -8.37968e+06 4.73510e-16 -1.97923e-15 -1.50572e-15
0.00000 -9.41102e-01 -1.35626e+00 6.72738e-01 2.47240e+07 2.07583e+07 -8.75384e+06 5.09585e-16 -2.01531e-15 -1.50572e-15
0.00000 -9.15931e-01 -1.33511e+00 6.63791e-01 2.56255e+07 2.15383e+07 -9.14121e+06 5.48442e-16 -2.05417e-15 -1.50572e-15
0.00000 -8.89838e-01 -1.31317e+00 6.54450e-01 2.65677e+07 2.23453e+07 -9.54289e+06 5.90390e-16 -2.09611e-15 -1.50572e-15
0.00000 -8.62780e-01 -1.29041e+00 6.44700e-01 2.75556e+07 2.31813e+07 -9.96007e+06 6.35785e-16 -2.14151e-15 -1.50572e-15
0.00000 -8.34709e-01 -1.26680e+00 6.34525e-01 2.85948e+07 2.40489e+07 -1.03941e+07 6.85048e-16 -2.19077e-15 -1.50572e-15
0.00000 -8.05571e-01 -1.24230e+00 6.23906e-01 2.96920e+07 2.49505e+07 -1.08463e+07 7.38672e-16 -2.24440e-15 -1.50572e-15
0.00000 -7.75303e-01 -1.21688e+00 6.12825e-01 3.08550e+07 2.58891e+07 -1.13183e+07 7.97243e-16 -2.30297e-15 -1.50572e-15
0.00000 -7.43836e-01 -1.19051e+00 6.01262e-01 3.20935e+07 2.68675e+07 -1.18118e+07 8.61462e-16 -2.36719e-15 -1.50572e-15
0.00000 -7.11087e-01 -1.16313e+00 5.89194e-01 3.34191e+07 2.78890e+07 -1.23284e+07 9.32173e-16 -2.43790e-15 -1.50572e-15
0.00000 -6.76964e-01 -1.13471e+00 5.76597e-01 3.48463e+07 2.89565e+07 -1.28700e+07 1.01040e-15 -2.51613e-15 -1.50572e-15
0.00000 -6.41355e-01 -1.10520e+00 5.63445e-01 3.63929e+07 3.00728e+07 -1.34382e+07 1.09741e-15 -2.60313e-15 -1.50572e-15
0.00000 -6.04131e-01 -1.07455e+00 5.49712e-01 3.80817e+07 3.12397e+07 -1.40341e+07 1.19474e-15 -2.70046e-15 -1.50572e-15
0.00000 -5.65135e-01 -1.04271e+00 5.35368e-01 3.99418e+07 3.24573e+07 -1.46581e+07 1.30432e-15 -2.81005e-15 -1.50572e-15
0.00000 -5.24178e-01 -1.00962e+00 5.20386e-01 4.20112e+07 3.37221e+07 -1.53088e+07 1.42857e-15 -2.93429e-15 -1.50572e-15
0.00000 -4.81026e-01 -9.75252e-01 5.04743e-01 4.43395e+07 3.50230e+07 -1.59807e+07 1.57045e-15 -3.07618e-15 -1.50572e-15
0.00000 -4.35391e-01 -9.39572e-01 4.88422e-01 4.69927e+07 3.63350e+07 -1.66612e+07 1.73358e-15 -3.23931e-15 -1.50572e-15
0.00000 -3.86905e-01 -9.02595e-01 4.71427e-01 5.00561e+07 3.76047e+07 -1.73228e+07 1.92199e-15 -3.42772e-15 -1.50572e-15
0.00000 -3.35107e-01 -8.64412e-01 4.53801e-01 5.36324e+07 3.87224e+07 -1.79079e+07 2.13914e-15 -3.64486e-15 -1.50573e-15
0.00000 -2.79437e-01 -8.25271e-01 4.35674e-01 5.78134e+07 3.94688e+07 -1.83007e+07 2.38442e-15 -3.89015e-15 -1.50573e-15
0.00000 -2.19286e-01 -7.85730e-01 4.17334e-01 6.25613e+07 3.94406e+07 -1.82855e+07 2.64347e-15 -4.14921e-15 -1.50574e-15
0.00000 -1.54274e-01 -7.46839e-01 3.99342e-01 6.73969e+07 3.80764e+07 -1.75578e+07 2.86965e-15 -4.37536e-15 -1.50571e-15
0.00000 -8.48636e-02 -7.10113e-01 3.82508e-01 7.11198e+07 3.51560e+07 -1.59899e+07 2.98316e-15 -4.48884e-15 -1.50568e-15
0.00000 -1.27986e-02 -6.76779e-01 3.67502e-01 7.26195e+07 3.14968e+07 -1.40108e+07 2.94321e-15 -4.44896e-15 -1.50575e-15
0.00000 5.96907e-02 -6.46969e-01 3.54410e-01 7.20954e+07 2.82508e+07 -1.22408e+07 2.79917e-15 -4.30495e-15 -1.50577e-15
0.00000 1.31019e-01 -6.19987e-01 3.42866e-01 7.04399e+07 2.58547e+07 -1.09224e+07 2.61874e-15 -4.12451e-15 -1.50577e-15
0.00000 2.00419e-01 -5.95006e-01 3.32428e-01 6.83153e+07 2.42173e+07 -1.00127e+07 2.43845e-15 -3.94421e-15 -1.50577e-15
0.00000 2.67606e-01 -5.71368e-01 3.22741e-01 6.60513e+07 2.31343e+07 -9.40455e+06 2.27116e-15 -3.77692e-15 -1.50576e-15
0.00000 3.32523e-01 -5.48610e-01 3.13549e-01 6.37906e+07 2.24348e+07 -9.00726e+06 2.11961e-15 -3.62537e-15 -1.50576e-15
0.00000 3.95208e-01 -5.26412e-01 3.04678e-01 6.15900e+07 2.19979e+07 -8.75615e+06 1.98307e-15 -3.48883e-15 -1.50576e-15
0.00000 4.55730e-01 -5.04554e-01 2.96003e-01 5.94696e+07 2.17418e+07 -8.60703e+06 1.85987e-15 -3.36564e-15 -1.50576e-15
0.00000 5.14175e-01 -4.82886e-01 2.87440e-01 5.74334e+07 2.16108e+07 -8.52971e+06 1.74826e-15 -3.25403e-15 -1.50576e-15
0.00000 5.70624e-01 -4.61304e-01 2.78927e-01 5.54789e+07 2.15666e+07 -8.50325e+06 1.64667e-15 -3.15244e-15 -1.50576e-15
0.00000 6.25158e-01 -4.39733e-01 2.70421e-01 5.36011e+07 2.15823e+07 -8.51288e+06 1.55376e-15 -3.05952e-15 -1.50576e-15
0.00000 6.77850e-01 -4.18126e-01 2.61893e-01 5.17943e+07 2.16389e+07 -8.54800e+06 1.46841e-15 -2.97418e-15 -1.50576e-15
0.00000 7.28769e-01 -3.96447e-01 2.53319e-01 5.00529e+07 2.17225e+07 -8.60093e+06 1.38970e-15 -2.89546e-15 -1.50576e-15
0.00000 7.77976e-01 -3.74675e-01 2.44687e-01 4.83717e+07 2.18232e+07 -8.66598e+06 1.31684e-15 -2.82261e-15 -1.50576e-15
0.00000 8.25531e-01 -3.52797e-01 2.35985e-01 4.67461e+07 2.19336e+07 -8.73895e+06 1.24919e-15 -2.75496e-15 -1.50576e-15
0.00000 8.71485e-01 -3.30806e-01 2.27207e-01 4.51718e+07 2.20483e+07 -8.81667e+06 1.18620e-15 -2.69197e-15 -1.50576e-15
0.00000 9.15890e-01 -3.08700e-01 2.18351e-01 4.36451e+07 2.21633e+07 -8.89677e+06 1.12740e-15 -2.63317e-15 -1.50576e-15
0.00000 9.58790e-01 -2.86481e-01 2.09414e-01 4.21626e+07 2.22755e+07 -8.97743e+06 1.07239e-15 -2.57815e-15 -1.50576e-15
0.00000 1.00023e+00 -2.64151e-01 2.00396e-01 4.07213e+07 2.23828e+07 -9.05732e+06 1.02082e-15 -2.52658e-15 -1.50576e-15
0.00000 1.04025e+00 -2.41717e-01 1.91300e-01 3.93187e+07 2.24836e+07 -9.13540e+06 9.72395e-16 -2.47816e-15 -1.50576e-15
0.00000 1.07888e+00 -2.19186e-01 1.82126e-01 3.79523e+07 2.25768e+07 -9.21090e+06 9.26847e-16 -2.43261e-15 -1.50576e-15
0.00000 1.11616e+00 -1.96566e-01 1.72879e-01 3.66198e+07 2.26616e+07 -9.28327e+06 8.83946e-16 -2.38971e-15 -1.50576e-15
0.00000 1.15213e+00 -1.73866e-01 1.63561e-01 3.53194e+07 2.27374e+07 -9.35209e+06 8.43487e-16 -2.34925e-15 -1.50576e-15
0.00000 1.18681e+00 -1.51095e-01 1.54176e-01 3.40492e+07 2.28038e+07 -9.41706e+06 8.05289e-16 -2.31105e-15 -1.50576e-15
0.00000 1.22024e+00 -1.28262e-01 1.44728e-01 3.28075e+07 2.28607e+07 -9.47798e+06 7.69188e-16 -2.27495e-15 -1.50576e-15
0.00000 1.25243e+00 -1.05376e-01 1.35221e-01 3.15929e+07 2.29081e+07 -9.53472e+06 7.35038e-16 -2.24080e-15 -1.50576e-15
0.00000 1.28343e+00 -8.24486e-02 1.25660e-01 3.04039e+07 2.29459e+07 -9.58721e+06 7.02709e-16 -2.20847e-15 -1.50576e-15
0.00000 1.31325e+00 -5.94878e-02 1.16048e-01 2.92391e+07 2.29742e+07 -9.63542e+06 6.72083e-16 -2.17785e-15 -1.50576e-15
0.00000 1.34192e+00 -3.65033e-02 1.06391e-01 2.80975e+07 2.29932e+07 -9.67934e+06 6.43051e-16 -2.14881e-15 -1.50576e-15
0.00000 1.36945e+00 -1.35045e-02 9.66911e-02 2.69777e+07 2.30029e+07 -9.71902e+06 6.15516e-16 -2.12128e-15 -1.50576e-15
0.00000 1.39588e+00 9.49958e-03 8.69540e-02 2.58787e+07 2.30037e+07 -9.75450e+06 5.89390e-16 -2.09515e-15 -1.50576e-15
0.00000 1.42122e+00 3.25000e-02 7.71835e-02 2.47995e+07 2.29957e+07 -9.78583e+06 5.64591e-16 -2.07035e-15 -1.50576e-15
0.00000 1.44548e+00 5.54882e-02 6.73837e-02 2.37392e+07 2.29791e+07 -9.81310e+06 5.41045e-16 -2.04681e-15 -1.50576e-15
0.00000 1.46870e+00 7.84555e-02 5.75586e-02 2.26968e+07 2.29542e+07 -9.83638e+06 5.18685e-16 -2.02445e-15 -1.50576e-15
0.00000 1.49088e+00 1.01394e-01 4.77122e-02 2.16715e+07 2.29211e+07 -9.85575e+06 4.97448e-16 -2.00321e-15 -1.50576e-15
0.00000 1.51205e+00 1.24295e-01 3.78484e-02 2.06624e+07 2.28801e+07 -9.87130e+06 4.77276e-16 -1.98304e-15 -1.50576e-15
0.00000 1.53221e+00 1.47151e-01 2.79709e-02 1.96689e+07 2.28314e+07 -9.88311e+06 4.58118e-16 -1.96388e-15 -1.50576e-15
0.00000 1.55139e+00 1.69955e-01 1.80834e-02 1.86902e+07 2.27752e+07 -9.89128e+06 4.39924e-16 -1.94569e-15 -1.50576e-15
0.00000 1.56960e+00 1.92699e-01 8.18950e-03 1.77255e+07 2.27117e+07 -9.89589e+06 4.22649e-16 -1.92841e-15 -1.50576e-15
0.00000 1.58685e+00 2.15376e-01 -1.70724e-03 1.67742e+07 2.26410e+07 -9.89701e+06 4.06252e-16 -1.91201e-15 -1.50576e-15
0.00000 1.60315e+00 2.37979e-01 -1.16034e-02 1.58357e+07 2.25634e+07 -9.89474e+06 3.90694e-16 -1.89646e-15 -1.50576e-15
0.00000 1.61852e+00 2.60501e-01 -2.14956e-02 1.49093e+07 2.24791e+07 -9.88914e+06 3.75940e-16 -1.88170e-15 -1.50576e-15
0.00000 1.63297e+00 2.82935e-01 -3.13806e-02 1.39945e+07 2.23881e+07 -9.88029e+06 3.61958e-16 -1.86772e-15 -1.50576e-15
0.00000 1.64652e+00 3.05275e-01 -4.12551e-02 1.30908e+07 2.22906e+07 -9.86826e+06 3.48717e-16 -1.85448e-15 -1.50576e-15
0.00000 1.65916e+00 3.27514e-01 -5.11161e-02 1.21975e+07 2.21868e+07 -9.85310e+06 3.36189e-16 -1.84195e-15 -1.50576e-15
0.00000 1.67091e+00 3.49647e-01 -6.09603e-02 1.13141e+07 2.20768e+07 -9.83490e+06 3.24348e-16 -1.83011e-15 -1.50576e-15
0.00000 1.68179e+00 3.71666e-01 -7.07849e-02 1.04402e+07 2.19607e+07 -9.81369e+06 3.13170e-16 -1.81893e-15 -1.50576e-15
0.00000 1.69180e+00 3.93566e-01 -8.05867e-02 9.57523e+06 2.18385e+07 -9.78953e+06 3.02633e-16 -1.80840e-15 -1.50576e-15
0.00000 1.70094e+00 4.15341e-01 -9.03629e-02 8.71878e+06 2.17105e+07 -9.76247e+06 2.92716e-16 -1.79848e-15 -1.50576e-15
0.00000 1.70924e+00 4.36985e-01 -1.00111e-01 7.87038e+06 2.15766e+07 -9.73256e+06 2.83400e-16 -1.78916e-15 -1.50576e-15
0.00000 1.71669e+00 4.58492e-01 -1.09827e-01 7.02958e+06 2.14370e+07 -9.69982e+06 2.74669e-16 -1.78043e-15 -1.50576e-15
0.00000 1.72330e+00 4.79857e-01 -1.19509e-01 6.19597e+06 2.12917e+07 -9.66431e+06 2.66506e-16 -1.77227e-15 -1.50576e-15
0.00000 1.72908e+00 5.01074e-01 -1.29155e-01 5.36913e+06 2.11407e+07 -9.62603e+06 2.58896e-16 -1.76466e-15 -1.50576e-15
0.00000 1.73404e+00 5.22137e-01 -1.38761e-01 4.54866e+06 2.09841e+07 -9.58503e+06 2.51827e-16 -1.75759e-15 -1.50576e-15
0.00000 1.73818e+00 5.43040e-01 -1.48324e-01 3.73417e+06 2.08219e+07 -9.54133e+06 2.45286e-16 -1.75105e-15 -1.50576e-15
0.00000 1.74151e+00 5.63779e-01 -1.57842e-01 2.92527e+06 2.06542e+07 -9.49493e+06 2.39262e-16 -1.74502e-15 -1.50576e-15
0.00000 1.74403e+00 5.84347e-01 -1.67313e-01 2.12159e+06 2.04810e+07 -9.44586e+06 2.33744e-16 -1.73951e-15 -1.50576e-15
0.00000 1.74575e+00 6.04739e-01 -1.76733e-01 1.32277e+06 2.03021e+07 -9.39412e+06 2.28726e-16 -1.73449e-15 -1.50576e-15
0.00000 1.74668e+00 6.24949e-01 -1.86100e-01 5.28434e+05 2.01178e+07 -9.33972e+06 2.24197e-16 -1.72996e-15 -1.50576e-15
0.00000 1.74681e+00 6.44972e-01 -1.95412e-01 -2.61758e+05 1.99278e+07 -9.28266e+06 2.20153e-16 -1.72592e-15 -1.50576e-15
0.00000 1.74616e+00 6.64803e-01 -2.04665e-01 -1.04816e+06 1.97323e+07 -9.22293e+06 2.16586e-16 -1.72235e-15 -1.50576e-15
0.00000 1.74472e+00 6.84435e-01 -2.13857e-01 -1.83111e+06 1.95311e+07 -9.16052e+06 2.13492e-16 -1.71926e-15 -1.50576e-15
0.00000 1.74250e+00 7.03863e-01 -2.22985e-01 -2.61096e+06 1.93242e+07 -9.09542e+06 2.10868e-16 -1.71663e-15 -1.50576e-15
0.00000 1.73950e+00 7.23081e-01 -2.32047e-01 -3.38805e+06 1.91116e+07 -9.02762e+06 2.08709e-16 -1.71447e-15 -1.50576e-15
0.00000 1.73572e+00 7.42084e-01 -2.41039e-01 -4.16270e+06 1.88931e+07 -8.95709e+06 2.07014e-16 -1.71278e-15 -1.50576e-15
0.00000 1.73117e+00 7.60866e-01 -2.49960e-01 -4.93525e+06 1.86688e+07 -8.88380e+06 2.05782e-16 -1.71154e-15 -1.50576e-15
0.00000 1.72585e+00 7.79420e-01 -2.58806e-01 -5.70603e+06 1.84385e+07 -8.80772e+06 2.05012e-16 -1.71077e-15 -1.50576e-15
0.00000 1.71976e+00 7.97741e-01 -2.67574e-01 -6.47539e+06 1.82020e+07 -8.72881e+06 2.04705e-16 -1.71047e-15 -1.50576e-15
0.00000 1.71290e+00 8.15822e-01 -2.76263e-01 -7.24364e+06 1.79594e+07 -8.64704e+06 2.04862e-16 -1.71063e-15 -1.50576e-15
0.00000 1.70527e+00 8.33657e-01 -2.84867e-01 -8.01113e+06 1.77105e+07 -8.56235e+06 2.05486e-16 -1.71125e-15 -1.50576e-15
0.00000 1.69688e+00 8.51241e-01 -2.93386e-01 -8.77820e+06 1.74551e+07 -8.47470e+06 2.06581e-16 -1.71234e-15 -1.50576e-15
0.00000 1.68772e+00 8.68565e-01 -3.01816e-01 -9.54519e+06 1.71930e+07 -8.38401e+06 2.08151e-16 -1.71391e-15 -1.50576e-15
0.00000 1.67779e+00 8.85624e-01 -3.10153e-01 -1.03124e+07 1.69242e+07 -8.29023e+06 2.10201e-16 -1.71596e-15 -1.50576e-15
0.00000 1.66709e+00 9.02411e-01 -3.18395e-01 -1.10803e+07 1.66484e+07 -8.19329e+06 2.12738e-16 -1.71850e-15 -1.50576e-15
0.00000 1.65563e+00 9.18919e-01 -3.26539e-01 -1.18491e+07 1.63655e+07 -8.09310e+06 2.15769e-16 -1.72153e-15 -1.50576e-15
0.00000 1.64339e+00 9.35140e-01 -3.34580e-01 -1.26193e+07 1.60752e+07 -7.98958e+06 2.19305e-16 -1.72507e-15 -1.50576e-15
0.00000 1.63039e+00 9.51067e-01 -3.42517e-01 -1.33911e+07 1.57773e+07 -7.88264e+06 2.23354e-16 -1.72912e-15 -1.50576e-15
0.00000 1.61661e+00 9.66692e-01 -3.50344e-01 -1.41651e+07 1.54715e+07 -7.77217e+06 2.27928e-16 -1.73369e-15 -1.50576e-15
0.00000 1.60206e+00 9.82007e-01 -3.58060e-01 -1.49415e+07 1.51577e+07 -7.65807e+06 2.33040e-16 -1.73880e-15 -1.50576e-15
0.00000 1.58673e+00 9.97004e-01 -3.65659e-01 -1.57208e+07 1.48354e+07 -7.54021e+06 2.38705e-16 -1.74447e-15 -1.50576e-15
0.00000 1.57061e+00 1.01167e+00 -3.73139e-01 -1.65034e+07 1.45044e+07 -7.41846e+06 2.44939e-16 -1.75070e-15 -1.50576e-15
0.00000 1.55372e+00 1.02601e+00 -3.80495e-01 -1.72897e+07 1.41643e+07 -7.29268e+06 2.51758e-16 -1.75752e-15 -1.50576e-15
0.00000 1.53603e+00 1.04000e+00 -3.87723e-01 -1.80803e+07 1.38148e+07 -7.16272e+06 2.59184e-16 -1.76495e-15 -1.50576e-15
0.00000 1.51756e+00 1.05364e+00 -3.94819e-01 -1.88754e+07 1.34554e+07 -7.02841e+06 2.67237e-16 -1.77300e-15 -1.50576e-15
0.00000 1.49828e+00 1.06691e+00 -4.01778e-01 -1.96757e+07 1.30858e+07 -6.88957e+06 2.75942e-16 -1.78170e-15 -1.50576e-15
0.00000 1.47820e+00 1.07980e+00 -4.08597e-01 -2.04817e+07 1.27055e+07 -6.74601e+06 2.85324e-16 -1.79109e-15 -1.50576e-15
0.00000 1.45732e+00 1.09232e+00 -4.15269e-01 -2.12939e+07 1.23140e+07 -6.59750e+06 2.95413e-16 -1.80118e-15 -1.50576e-15
0.00000 1.43561e+00 1.10443e+00 -4.21790e-01 -2.21128e+07 1.19107e+07 -6.44382e+06 3.06242e-16 -1.81200e-15 -1.50576e-15
0.00000 1.41309e+00 1.11613e+00 -4.28155e-01 -2.29392e+07 1.14950e+07 -6.28472e+06 3.17844e-16 -1.82361e-15 -1.50576e-15
0.00000 1.38973e+00 1.12741e+00 -4.34357e-01 -2.37735e+07 1.10663e+07 -6.11991e+06 3.30259e-16 -1.83602e-15 -1.50576e-15
0.00000 1.36554e+00 1.13826e+00 -4.40392e-01 -2.46166e+07 1.06239e+07 -5.94910e+06 3.43531e-16 -1.84929e-15 -1.50576e-15
0.00000 1.34050e+00 1.14866e+00 -4.46253e-01 -2.54690e+07 1.01670e+07 -5.77196e+06 3.57706e-16 -1.86347e-15 -1.50576e-15
0.00000 1.31460e+00 1.15859e+00 -4.51934e-01 -2.63317e+07 9.69480e+06 -5.58812e+06 3.72836e-16 -1.87860e-15 -1.50576e-15
0.00000 1.28783e+00 1.16804e+00 -4.57427e-01 -2.72055e+07 9.20631e+06 -5.39719e+06 3.88982e-16 -1.89474e-15 -1.50576e-15
0.00000 1.26018e+00 1.17700e+00 -4.62726e-01 -2.80912e+07 8.70052e+06 -5.19873e+06 4.06206e-16 -1.91197e-15 -1.50576e-15
0.00000 1.23164e+00 1.18544e+00 -4.67822e-01 -2.89898e+07 8.17633e+06 -4.99225e+06 4.24582e-16 -1.93035e-15 -1.50576e-15
0.00000 1.20220e+00 1.19334e+00 -4.72708e-01 -2.99025e+07 7.63247e+06 -4.77722e+06 4.44190e-16 -1.94995e-15 -1.50576e-15
0.00000 1.17183e+00 1.20069e+00 -4.77373e-01 -3.08303e+07 7.06757e+06 -4.55303e+06 4.65121e-16 -1.97088e-15 -1.50576e-15
0.00000 1.14053e+00 1.20747e+00 -4.81810e-01 -3.17746e+07 6.48007e+06 -4.31903e+06 4.87475e-16 -1.99324e-15 -1.50576e-15
0.00000 1.10828e+00 1.21365e+00 -4.86008e-01 -3.27367e+07 5.86824e+06 -4.07445e+06 5.11369e-16 -2.01713e-15 -1.50576e-15
0.00000 1.07505e+00 1.21920e+00 -4.89955e-01 -3.37182e+07 5.23015e+06 -3.81847e+06 5.36932e-16 -2.04269e-15 -1.50576e-15
0.00000 1.04083e+00 1.22410e+00 -4.93641e-01 -3.47208e+07 4.56357e+06 -3.55012e+06 5.64311e-16 -2.07007e-15 -1.50576e-15
0.00000 1.00560e+00 1.22831e+00 -4.97051e-01 -3.57464e+07 3.86603e+06 -3.26834e+06 5.93675e-16 -2.09944e-15 -1.50576e-15
0.00000 9.69332e-01 1.23182e+00 -5.00173e-01 -3.67972e+07 3.13467e+06 -2.97187e+06 6.25219e-16 -2.13098e-15 -1.50576e-15
0.00000 9.31998e-01 1.23457e+00 -5.02990e-01 -3.78755e+07 2.36620e+06 -2.65930e+06 6.59166e-16 -2.16493e-15 -1.50576e-15
0.00000 8.93571e-01 1.23654e+00 -5.05485e-01 -3.89841e+07 1.55682e+06 -2.32899e+06 6.95779e-16 -2.20154e-15 -1.50576e-15
